Date,Open,High,Low,Close,Adj Close,Volume
2015-03-18,163.160004,166.949997,162.050003,166.470001,155.302658,3055200
2015-03-19,166.160004,166.210007,164.850006,165.660004,154.547012,1953500
2015-03-20,166.089996,167.130005,165.389999,166.490005,155.321320,4371800
2015-03-23,166.830002,166.910004,165.830002,166.130005,154.985458,2151500
2015-03-24,165.580002,167.649994,165.529999,166.320007,155.162704,2091000
2015-03-25,166.240005,166.520004,162.660004,162.699997,151.785553,2540900
2015-03-26,162.000000,163.369995,161.210007,162.589996,151.682953,2050700
2015-03-27,162.360001,163.899994,162.020004,163.500000,152.531891,1722600
2015-03-30,164.199997,166.770004,164.199997,166.050003,154.910828,1684000
2015-03-31,165.410004,166.000000,164.619995,164.949997,153.884613,2081300
2015-04-01,164.289993,164.539993,161.899994,162.520004,151.617645,2143700
2015-04-02,163.380005,163.970001,162.119995,162.800003,151.878876,1852600
2015-04-06,161.660004,165.990005,161.399994,165.479996,154.379059,2560300
2015-04-07,165.399994,167.570007,165.279999,166.210007,155.060089,2479500
2015-04-08,166.210007,167.220001,165.210007,166.270004,155.116074,1754400
2015-04-09,166.250000,167.179993,165.080002,166.789993,155.601166,1680100
2015-04-10,167.500000,167.699997,166.220001,167.070007,155.862411,1501900
2015-04-13,166.759995,167.360001,165.600006,165.839996,154.714920,1860400
2015-04-14,165.320007,166.479996,164.169998,165.990005,154.854858,1914300
2015-04-15,166.720001,167.339996,165.860001,166.440002,155.274643,1995800
2015-04-16,165.729996,166.649994,165.100006,165.889999,154.761566,1662800
2015-04-17,164.529999,164.539993,161.130005,161.710007,150.861954,3063500
2015-04-20,163.000000,165.389999,162.729996,164.509995,153.474121,2391400
2015-04-21,165.649994,165.699997,163.619995,164.000000,152.998383,1970500
2015-04-22,163.809998,164.889999,162.570007,164.669998,153.623398,2228800
2015-04-23,159.539993,161.449997,158.610001,159.660004,148.949493,5704500
2015-04-24,159.809998,159.809998,157.850006,158.990005,148.324463,3043500
2015-04-27,159.479996,160.070007,157.809998,157.979996,147.382172,3448800
2015-04-28,157.690002,158.360001,156.179993,158.330002,147.708725,3387900
2015-04-29,157.419998,157.929993,156.179993,156.970001,146.439926,3078600
2015-04-30,156.820007,157.919998,156.009995,156.389999,145.898849,3510200
2015-05-01,156.789993,158.089996,156.789993,157.679993,147.102310,2160100
2015-05-04,158.399994,159.850006,157.880005,159.020004,148.352432,2240300
2015-05-05,158.860001,159.449997,157.410004,157.910004,147.316879,1947700
2015-05-06,157.919998,159.080002,156.550003,157.639999,147.064987,2203100
2015-05-07,157.229996,159.199997,157.229996,158.610001,147.969940,2112900
2015-05-08,160.250000,161.399994,160.059998,160.600006,149.826431,2025500
2015-05-11,160.259995,161.000000,159.800003,159.899994,149.173386,1708700
2015-05-12,158.710007,160.399994,158.009995,160.070007,149.332016,1864800
2015-05-13,160.429993,161.740005,160.360001,161.309998,150.488785,2587900
2015-05-14,162.089996,163.300003,161.800003,163.149994,152.205338,2462500
2015-05-15,163.149994,163.770004,162.649994,163.300003,152.345306,1923800
2015-05-18,163.000000,163.589996,162.309998,162.869995,151.944122,1747800
2015-05-19,163.070007,163.589996,162.550003,163.119995,152.177383,2075100
2015-05-20,162.419998,163.070007,161.839996,161.899994,151.994308,1978100
2015-05-21,161.899994,162.350006,161.800003,162.059998,152.144516,2400800
2015-05-22,161.990005,162.330002,160.660004,160.979996,151.130569,1822700
2015-05-26,160.979996,161.320007,159.039993,159.589996,149.825638,2471100
2015-05-27,159.820007,161.309998,159.529999,161.020004,151.168167,2625900
2015-05-28,160.350006,160.889999,159.610001,160.869995,151.027313,1578100
2015-05-29,160.440002,160.789993,158.740005,159.080002,149.346848,2875400
2015-06-01,159.100006,159.759995,158.570007,158.979996,149.252960,1906100
2015-06-02,158.279999,159.880005,157.949997,159.080002,149.346848,2481100
2015-06-03,159.610001,160.500000,158.979996,160.160004,150.360779,2074500
2015-06-04,159.509995,160.380005,158.089996,158.350006,148.661530,2237600
2015-06-05,157.500000,157.970001,156.970001,157.080002,147.469223,2314800
2015-06-08,156.500000,157.410004,156.300003,156.589996,147.009201,1589400
2015-06-09,156.850006,158.259995,156.600006,156.979996,147.375336,1810800
2015-06-10,156.949997,159.570007,156.949997,159.039993,149.309280,1758900
2015-06-11,159.119995,160.360001,159.000000,159.860001,150.079132,1854200
2015-06-12,159.850006,159.990005,157.880005,158.039993,148.370468,1910500
2015-06-15,157.080002,157.320007,155.389999,155.869995,146.333221,2353100
2015-06-16,155.490005,157.039993,155.369995,156.490005,146.915314,1729300
2015-06-17,156.600006,157.589996,155.750000,156.949997,147.347168,1839400
2015-06-18,157.589996,160.240005,157.389999,159.619995,149.853775,2528900
2015-06-19,159.360001,159.880005,158.940002,158.949997,149.224777,3287200
2015-06-22,159.850006,160.699997,159.449997,159.679993,149.910141,1447400
2015-06-23,160.410004,160.869995,159.509995,159.839996,150.060333,2286400
2015-06-24,159.679993,159.960007,157.539993,157.539993,147.901077,2862900
2015-06-25,157.850006,158.320007,155.919998,155.919998,146.380203,2564000
2015-06-26,156.160004,157.990005,155.929993,157.089996,147.478622,2625500
2015-06-29,155.919998,156.440002,153.919998,153.949997,144.530701,2475000
2015-06-30,155.000000,155.300003,154.070007,154.300003,144.859314,2561000
2015-07-01,156.130005,156.429993,154.660004,155.649994,146.126724,1726800
2015-07-02,156.080002,156.080002,154.899994,155.380005,145.873230,2022400
2015-07-06,153.889999,155.580002,153.830002,155.080002,145.591599,2172200
2015-07-07,155.139999,155.630005,153.160004,155.429993,145.920181,2865300
2015-07-08,154.080002,154.500000,152.699997,152.710007,143.366608,2613300
2015-07-09,154.589996,155.500000,153.750000,153.750000,144.342957,2069200
2015-07-10,154.740005,155.860001,154.500000,154.949997,145.469543,2061300
2015-07-13,156.419998,156.770004,155.649994,156.470001,146.896515,2107200
2015-07-14,156.490005,157.080002,156.279999,156.779999,147.187576,1811400
2015-07-15,156.570007,157.000000,155.899994,156.000000,146.455276,1786100
2015-07-16,157.580002,157.940002,156.690002,157.169998,147.553696,2023900
2015-07-17,156.500000,157.369995,156.429993,156.690002,147.103088,2429000
2015-07-20,156.770004,157.649994,156.270004,157.119995,147.506775,2349000
2015-07-21,156.750000,157.179993,155.339996,155.759995,146.229980,2743900
2015-07-22,155.589996,156.309998,154.440002,155.410004,145.901398,3067700
2015-07-23,151.919998,153.690002,149.020004,149.500000,140.352997,5176400
2015-07-24,148.860001,150.800003,148.699997,149.330002,140.193390,3433600
2015-07-27,148.639999,149.000000,147.699997,148.710007,139.611328,3117600
2015-07-28,148.850006,151.720001,148.320007,151.110001,141.864487,3277700
2015-07-29,151.440002,151.690002,150.710007,151.449997,142.183685,2176900
2015-07-30,151.000000,151.729996,150.330002,151.570007,142.296326,2119100
2015-07-31,152.529999,152.809998,151.029999,151.339996,142.080414,1619600
2015-08-03,150.789993,151.779999,148.940002,150.119995,140.935059,2355100
2015-08-04,150.929993,151.539993,150.110001,150.399994,141.197922,1811900
2015-08-05,151.850006,153.240005,150.919998,151.009995,141.770584,1765600
2015-08-06,150.889999,151.220001,148.899994,149.259995,140.127670,1764800
2015-08-07,148.479996,150.000000,148.160004,148.889999,139.780319,1668700
2015-08-10,150.000000,151.399994,149.889999,151.240005,141.986526,1571800
2015-08-11,150.000000,150.000000,148.259995,148.479996,139.395386,1804500
2015-08-12,147.240005,148.710007,146.070007,148.520004,139.432968,2036700
2015-08-13,148.000000,148.559998,147.080002,147.399994,138.381470,1793100
2015-08-14,147.660004,148.509995,147.320007,148.279999,139.207642,1401900
2015-08-17,147.429993,149.309998,146.360001,149.240005,140.108902,1648900
2015-08-18,148.630005,148.919998,147.880005,148.309998,139.235779,1705500
2015-08-19,146.199997,147.550003,145.279999,145.869995,137.898117,2525700
2015-08-20,144.509995,144.869995,143.339996,143.350006,135.515869,3281700
2015-08-21,143.520004,145.320007,141.919998,142.089996,134.324707,5442000
2015-08-24,137.119995,142.089996,134.000000,138.580002,131.006516,7359500
2015-08-25,141.860001,142.059998,137.389999,137.639999,130.117920,5435900
2015-08-26,140.000000,142.789993,138.529999,142.720001,134.920273,4562200
2015-08-27,143.750000,144.949997,141.330002,143.899994,136.035797,4104600
2015-08-28,143.020004,144.320007,142.800003,144.210007,136.328857,2664100
2015-08-31,143.000000,143.830002,142.020004,142.139999,134.371979,2473100
2015-09-01,139.479996,140.490005,137.940002,138.500000,130.930923,3671400
2015-09-02,140.539993,141.240005,139.240005,141.240005,133.521149,3312700
2015-09-03,141.940002,142.899994,141.309998,141.740005,133.993851,2606200
2015-09-04,139.940002,140.669998,139.160004,139.839996,132.197678,3195800
2015-09-08,142.050003,143.550003,141.520004,143.429993,135.591476,2432900
2015-09-09,144.860001,145.350006,140.570007,140.860001,133.161942,2629200
2015-09-10,141.000000,141.910004,140.149994,140.779999,133.086288,2031200
2015-09-11,140.610001,141.330002,139.770004,141.259995,133.540054,2505200
2015-09-14,141.520004,141.580002,140.029999,140.809998,133.114655,2277200
2015-09-15,141.559998,143.839996,141.039993,143.600006,135.752213,2685900
