Date,Open,High,Low,Close,Adj Close,Volume
2015-03-18,66.022499,66.995003,64.752502,66.917503,65.470390,12264500
2015-03-19,66.830002,67.190002,65.750000,66.809998,65.365219,15407500
2015-03-20,67.250000,67.699997,66.779999,67.410004,65.952248,15372000
2015-03-23,68.029999,68.209999,67.070000,67.080002,65.629372,8117600
2015-03-24,67.099998,67.690002,66.839996,67.099998,65.648933,6534800
2015-03-25,67.099998,67.430000,65.730003,65.730003,64.308571,13054300
2015-03-26,65.250000,66.300003,65.019997,65.589996,64.171593,9487200
2015-03-27,65.519997,65.809998,65.150002,65.540001,64.122681,6461500
2015-03-30,66.019997,66.320000,65.500000,65.660004,64.240089,11237100
2015-03-31,65.470001,66.209999,65.389999,65.410004,63.995499,7400500
2015-04-01,65.449997,65.519997,64.449997,65.180000,63.770458,7626100
2015-04-02,64.989998,65.620003,64.809998,65.290001,63.878094,5083000
2015-04-06,64.730003,65.639999,64.410004,65.199997,63.790035,8351200
2015-04-07,65.379997,66.190002,65.309998,65.800003,64.377052,6660800
2015-04-08,65.889999,66.839996,65.800003,66.500000,65.061905,6604200
2015-04-09,66.570000,66.820000,65.760002,66.440002,65.003227,5408500
2015-04-10,66.690002,66.690002,65.930000,66.339996,64.905365,4628500
2015-04-13,66.220001,66.800003,65.510002,65.610001,64.191162,5059800
2015-04-14,65.519997,65.940002,64.879997,65.529999,64.112900,5607500
2015-04-15,65.599998,65.910004,65.300003,65.680000,64.259644,5347100
2015-04-16,65.529999,66.010002,65.349998,65.650002,64.230301,4121300
2015-04-17,65.099998,65.500000,64.349998,64.519997,63.124733,11212900
2015-04-20,65.000000,65.209999,64.580002,64.720001,63.320415,5946900
2015-04-21,65.029999,65.830002,64.989998,65.349998,63.936779,9619700
2015-04-22,65.820000,69.980003,65.790001,68.010002,66.539268,20912400
2015-04-23,68.199997,68.220001,67.519997,67.720001,66.255539,7193400
2015-04-24,68.129997,68.180000,67.309998,67.480003,66.020729,6219900
2015-04-27,68.389999,68.610001,66.930000,67.099998,65.648933,7122400
2015-04-28,67.309998,67.500000,66.410004,66.769997,65.326073,6297500
2015-04-29,66.860001,68.459999,66.779999,67.339996,65.883759,9812400
2015-04-30,67.180000,67.500000,65.419998,66.050003,64.621643,11780600
2015-05-01,65.220001,66.660004,65.150002,65.769997,64.347694,10142800
2015-05-04,66.050003,66.139999,65.470001,65.580002,64.161835,7426400
2015-05-05,65.769997,66.389999,65.599998,65.959999,64.533592,8099800
2015-05-06,66.150002,66.650002,65.230003,65.669998,64.249886,7084600
2015-05-07,65.580002,66.779999,65.540001,66.580002,65.140190,6660300
2015-05-08,67.139999,70.160004,67.010002,69.470001,67.967690,18359000
2015-05-11,69.300003,69.699997,68.790001,69.019997,67.527428,10998500
2015-05-12,68.550003,69.000000,67.970001,68.690002,67.204559,7438200
2015-05-13,68.750000,68.879997,68.190002,68.650002,67.282959,5129800
